gender,medal,type,year,country,abb
Men,Silver,Swimming,1996,Australia,AUS
Men,Silver,Swimming,1996,Australia,AUS
Men,Silver,Swimming,1996,Australia,AUS
Men,Silver,Swimming,1996,Australia,AUS
Men,Silver,Swimming,1996,China,CHN
Men,Silver,Swimming,1996,China,CHN
Men,Silver,Swimming,1996,China,CHN
Men,Silver,Swimming,1996,China,CHN
Men,Silver,Swimming,1996,Great Britain,GBR
Men,Silver,Swimming,1996,Great Britain,GBR
Men,Silver,Swimming,1996,Great Britain,GBR
Men,Silver,Swimming,1996,Great Britain,GBR
Men,Silver,Swimming,1996,Great Britain,GBR
Women,Silver,Swimming,1996,France,FRA
Women,Silver,Swimming,1996,France,FRA
Women,Silver,Swimming,1996,France,FRA
Women,Silver,Swimming,1996,France,FRA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,Great Britain,GBR
Women,Silver,Swimming,1996,Great Britain,GBR
Women,Silver,Swimming,1996,Great Britain,GBR
Women,Silver,Swimming,1996,Great Britain,GBR
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,Germany,GER
Women,Silver,Swimming,1996,Germany,GER
Women,Silver,Swimming,1996,Germany,GER
Women,Silver,Swimming,1996,Germany,GER
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Women,Silver,Swimming,1996,United States of America,USA
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Italy,ITA
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Spain,ESP
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,China,CHN
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,South Africa,RSA
Men,Silver,Swimming,2000,United States of America,USA
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,South Africa,RSA
Men,Silver,Swimming,2000,Hungary,HUN
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Russia,RUS
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Germany,GER
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Japan,JPN
Men,Silver,Swimming,2000,Japan,JPN
Men,Silver,Swimming,2000,South Africa,RSA
Men,Silver,Swimming,2000,Hungary,HUN
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Italy,ITA
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Netherlands,NED
Men,Silver,Swimming,2000,China,CHN
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Spain,ESP
Men,Silver,Swimming,2000,Spain,ESP
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Peru,PER
Men,Silver,Swimming,2000,France,FRA
Men,Silver,Swimming,2000,China,CHN
Men,Silver,Swimming,2000,Germany,GER
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,New Zealand,NZL
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Japan,JPN
Men,Silver,Swimming,2000,Belarus,BLR
Men,Silver,Swimming,2000,Spain,ESP
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,United States of America,USA
Men,Silver,Swimming,2000,Austria,AUT
Men,Silver,Swimming,2000,France,FRA
Men,Silver,Swimming,2000,South Africa,RSA
Men,Silver,Swimming,2000,France,FRA
Men,Silver,Swimming,2000,China,CHN
Men,Silver,Swimming,2000,China,CHN
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Denmark,DEN
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Russia,RUS
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Mexico,MEX
Men,Silver,Swimming,2000,France,FRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Hungary,HUN
Men,Silver,Swimming,2000,Denmark,DEN
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Thailand,THA
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,France,FRA
Men,Silver,Swimming,2000,South Africa,RSA
Men,Silver,Swimming,2000,Hungary,HUN
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Spain,ESP
Men,Silver,Swimming,2000,Poland,POL
Men,Silver,Swimming,2000,Japan,JPN
Men,Silver,Swimming,2000,Belarus,BLR
Men,Silver,Swimming,2000,Canada,CAN
Men,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Ireland,IRL
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Ukraine,UKR
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Faroe Islands,FRO
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Estonia,EST
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Spain,ESP
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Ukraine,UKR
Women,Silver,Swimming,2000,Mexico,MEX
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Faroe Islands,FRO
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Ukraine,UKR
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Faroe Islands,FRO
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Spain,ESP
Women,Silver,Swimming,2000,Ireland,IRL
Women,Silver,Swimming,2000,Portugal,POR
Women,Silver,Swimming,2000,France,FRA
Women,Silver,Swimming,2000,Czech Republic,CZE
Women,Silver,Swimming,2000,Czech Republic,CZE
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Norway,NOR
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Poland,POL
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Japan,JPN
Women,Silver,Swimming,2000,Spain,ESP
Women,Silver,Swimming,2000,Sweden,SWE
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Belgium,BEL
Women,Silver,Swimming,2000,Russia,RUS
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Spain,ESP
Women,Silver,Swimming,2000,France,FRA
Women,Silver,Swimming,2000,Slovakia,SVK
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Denmark,DEN
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Slovakia,SVK
Women,Silver,Swimming,2000,New Zealand,NZL
Women,Silver,Swimming,2000,Canada,CAN
Women,Silver,Swimming,2000,Australia,AUS
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Australia,AUS
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Brazil,BRA
Men,Silver,Swimming,2000,Netherlands,NED
Men,Silver,Swimming,2000,Netherlands,NED
Men,Silver,Swimming,2000,Netherlands,NED
Men,Silver,Swimming,2000,Netherlands,NED
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,United States of America,USA
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Germany,GER
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Great Britain,GBR
Women,Silver,Swimming,2000,Great Britain,GBR
Men,Silver,Swimming,2004,Greece,GRE
Men,Silver,Swimming,2004,France,FRA
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Ukraine,UKR
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Greece,GRE
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Poland,POL
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Greece,GRE
Men,Silver,Swimming,2004,Greece,GRE
Men,Silver,Swimming,2004,United States of America,USA
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Ukraine,UKR
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Greece,GRE
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Ukraine,UKR
Men,Silver,Swimming,2004,South Africa,RSA
Men,Silver,Swimming,2004,Israel,ISR
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Germany,GER
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Canada,CAN
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,South Africa,RSA
Men,Silver,Swimming,2004,Greece,GRE
Men,Silver,Swimming,2004,Poland,POL
Men,Silver,Swimming,2004,Russia,RUS
Men,Silver,Swimming,2004,Lithuania,LTU
Men,Silver,Swimming,2004,Hungary,HUN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Argentina,ARG
Men,Silver,Swimming,2004,Ireland,IRL
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Canada,CAN
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Ukraine,UKR
Men,Silver,Swimming,2004,Canada,CAN
Men,Silver,Swimming,2004,Thailand,THA
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Brazil,BRA
Men,Silver,Swimming,2004,Netherlands,NED
Men,Silver,Swimming,2004,United States of America,USA
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Ukraine,UKR
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Thailand,THA
Men,Silver,Swimming,2004,Hungary,HUN
Men,Silver,Swimming,2004,Russia,RUS
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,South Africa,RSA
Men,Silver,Swimming,2004,Mexico,MEX
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Hungary,HUN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Great Britain,GBR
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Ukraine,UKR
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Canada,CAN
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Greece,GRE
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,United States of America,USA
Women,Silver,Swimming,2004,France,FRA
Women,Silver,Swimming,2004,France,FRA
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Israel,ISR
Women,Silver,Swimming,2004,Russia,RUS
Women,Silver,Swimming,2004,Slovakia,SVK
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Estonia,EST
Women,Silver,Swimming,2004,Australia,AUS
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Denmark,DEN
Women,Silver,Swimming,2004,France,FRA
Women,Silver,Swimming,2004,France,FRA
Women,Silver,Swimming,2004,Australia,AUS
Women,Silver,Swimming,2004,Israel,ISR
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Poland,POL
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Poland,POL
Women,Silver,Swimming,2004,Australia,AUS
Women,Silver,Swimming,2004,Denmark,DEN
Women,Silver,Swimming,2004,Ukraine,UKR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Russia,RUS
Women,Silver,Swimming,2004,Australia,AUS
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Australia,AUS
Women,Silver,Swimming,2004,Greece,GRE
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Brazil,BRA
Women,Silver,Swimming,2004,France,FRA
Women,Silver,Swimming,2004,France,FRA
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Hungary,HUN
Women,Silver,Swimming,2004,South Africa,RSA
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Japan,JPN
Women,Silver,Swimming,2004,Poland,POL
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Israel,ISR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Iceland,ISL
Women,Silver,Swimming,2004,United States of America,USA
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Germany,GER
Women,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Mexico,MEX
Women,Silver,Swimming,2004,Ukraine,UKR
Women,Silver,Swimming,2004,Mexico,MEX
Women,Silver,Swimming,2004,China,CHN
Women,Silver,Swimming,2004,Hungary,HUN
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Poland,POL
Women,Silver,Swimming,2004,China,CHN
Women,Silver,Swimming,2004,Australia,AUS
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,China,CHN
Women,Silver,Swimming,2004,Italy,ITA
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Netherlands,NED
Women,Silver,Swimming,2004,Poland,POL
Women,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Brazil,BRA
Men,Silver,Swimming,2004,Brazil,BRA
Men,Silver,Swimming,2004,Brazil,BRA
Men,Silver,Swimming,2004,Brazil,BRA
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Australia,AUS
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Belarus,BLR
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,Japan,JPN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,China,CHN
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Spain,ESP
Men,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Great Britain,GBR
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Spain,ESP
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Canada,CAN
Women,Silver,Swimming,2004,Canada,CAN
Men,Silver,Swimming,2008,Russia,RUS
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Japan,JPN
Men,Silver,Swimming,2008,Russia,RUS
Men,Silver,Swimming,2008,Greece,GRE
Men,Silver,Swimming,2008,Greece,GRE
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,United States of America,USA
Men,Silver,Swimming,2008,Russia,RUS
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,France,FRA
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Ireland,IRL
Men,Silver,Swimming,2008,United States of America,USA
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Greece,GRE
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,Korea,KOR
Men,Silver,Swimming,2008,France,FRA
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Poland,POL
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Germany,GER
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Belarus,BLR
Men,Silver,Swimming,2008,New Zealand,NZL
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Japan,JPN
Men,Silver,Swimming,2008,Great Britain,GBR
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Belarus,BLR
Men,Silver,Swimming,2008,Greece,GRE
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,Ukraine,UKR
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Russia,RUS
Men,Silver,Swimming,2008,Greece,GRE
Women,Silver,Swimming,2008,Singapore,SGP
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Czech Republic,CZE
Women,Silver,Swimming,2008,Mexico,MEX
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Russia,RUS
Women,Silver,Swimming,2008,Poland,POL
Women,Silver,Swimming,2008,Italy,ITA
Women,Silver,Swimming,2008,Russia,RUS
Women,Silver,Swimming,2008,Canada,CAN
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Israel,ISR
Women,Silver,Swimming,2008,Netherlands,NED
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Great Britain,GBR
Women,Silver,Swimming,2008,Great Britain,GBR
Women,Silver,Swimming,2008,Poland,POL
Women,Silver,Swimming,2008,Italy,ITA
Women,Silver,Swimming,2008,Russia,RUS
Women,Silver,Swimming,2008,Canada,CAN
Women,Silver,Swimming,2008,Israel,ISR
Women,Silver,Swimming,2008,Netherlands,NED
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Great Britain,GBR
Women,Silver,Swimming,2008,Canada,CAN
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Russia,RUS
Women,Silver,Swimming,2008,Ukraine,UKR
Women,Silver,Swimming,2008,Great Britain,GBR
Women,Silver,Swimming,2008,Spain,ESP
Women,Silver,Swimming,2008,Great Britain,GBR
Women,Silver,Swimming,2008,Germany,GER
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Canada,CAN
Women,Silver,Swimming,2008,Israel,ISR
Women,Silver,Swimming,2008,France,FRA
Women,Silver,Swimming,2008,Australia,AUS
Women,Silver,Swimming,2008,China,CHN
Women,Silver,Swimming,2008,Poland,POL
Women,Silver,Swimming,2008,Spain,ESP
Women,Silver,Swimming,2008,Spain,ESP
Women,Silver,Swimming,2008,Russia,RUS
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Australia,AUS
Women,Silver,Swimming,2008,New Zealand,NZL
Women,Silver,Swimming,2008,Spain,ESP
Women,Silver,Swimming,2008,Canada,CAN
Women,Silver,Swimming,2008,Australia,AUS
Women,Silver,Swimming,2008,Germany,GER
Women,Silver,Swimming,2008,China,CHN
Women,Silver,Swimming,2008,United States of America,USA
Women,Silver,Swimming,2008,Canada,CAN
Women,Silver,Swimming,2008,France,FRA
Women,Silver,Swimming,2008,Poland,POL
Women,Silver,Swimming,2008,Canada,CAN
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Spain,ESP
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Australia,AUS
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,Brazil,BRA
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2008,China,CHN
Men,Silver,Swimming,2012,Russia,RUS
Men,Silver,Swimming,2012,France,FRA
Men,Silver,Swimming,2012,Spain,ESP
