gender,event,medal,type,year,country,abb,athlete
Men,100 m Backstroke S8,Silver,Swimming,2008,Australia,AUS,LEEK Peter
Men,100 m Backstroke S9,Silver,Swimming,2008,China,CHN,GUO Zhi
Men,100 m Backstroke S10,Silver,Swimming,2008,Australia,AUS,ANDERSON Michael
Men,100 m Backstroke S11,Silver,Swimming,2008,Poland,POL,PIETRASIK Damian
Men,100 m Backstroke S12,Silver,Swimming,2008,Ukraine,UKR,KLIPPERT Sergii
Men,100 m Backstroke S13,Silver,Swimming,2008,Ukraine,UKR,FEDYNA Oleksii
Men,50 m Breaststroke SB3,Silver,Swimming,2008,Spain,ESP,GIL Vicente
Men,100 m Breaststroke SB4,Silver,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,100 m Breaststroke SB5,Silver,Swimming,2008,Germany,GER,GRIMM Thomas
Men,100 m Breaststroke SB6,Silver,Swimming,2008,Great Britain,GBR,DUKE Gareth
Men,100 m Breaststroke SB7,Silver,Swimming,2008,Australia,AUS,COCHRANE Blake
Men,100 m Breaststroke SB8,Silver,Swimming,2008,China,CHN,WANG Xiaofu
Men,100 m Breaststroke SB9,Silver,Swimming,2008,China,CHN,LIN Furong
Men,100 m Breaststroke SB11,Silver,Swimming,2008,China,CHN,YANG Bozun
Men,100 m Breaststroke SB12,Silver,Swimming,2008,Belarus,BLR,PUNKO Sergey
Men,100 m Breaststroke SB13,Silver,Swimming,2008,New Zealand,NZL,SHARP Daniel
Men,50 m Butterfly S5,Silver,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,50 m Butterfly S6,Silver,Swimming,2008,Japan,JPN,OYAMA Kyosuke
Men,50 m Butterfly S7,Silver,Swimming,2008,Great Britain,GBR,WALKER Matthew
Men,100 m Butterfly S8,Silver,Swimming,2008,China,CHN,WEI Yanpeng
Men,100 m Butterfly S9,Silver,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,100 m Butterfly S10,Silver,Swimming,2008,Spain,ESP,LEVECQ David
Men,100 m Butterfly S11,Silver,Swimming,2008,Ukraine,UKR,MASHCHENKO Oleksandr
Men,100 m Butterfly S12,Silver,Swimming,2008,Belarus,BLR,PUNKO Sergey
Men,100 m Butterfly S13,Silver,Swimming,2008,Greece,GRE,TAIGANIDIS Charalampos
Men,150 m Individual Medley SM4,Silver,Swimming,2008,Spain,ESP,TORRES Xavier
Men,200 m Individual Medley SM5,Silver,Swimming,2008,China,CHN,HE Junquan
Men,200 m Individual Medley SM6,Silver,Swimming,2008,China,CHN,YANG Yuanrun
Men,200 m Individual Medley SM7,Silver,Swimming,2008,China,CHN,TIAN Rong
Men,200 m Individual Medley SM8,Silver,Swimming,2008,China,CHN,WANG Jiachao
Men,200 m Individual Medley SM9,Silver,Swimming,2008,Ukraine,UKR,KALYNA Andriy
Men,200 m Individual Medley SM10,Silver,Swimming,2008,Brazil,BRA,BRASIL Andre
Men,200 m Individual Medley SM12,Silver,Swimming,2008,Russia,RUS,NEVOLIN-SVETOV Aleksandr
Men,200 m Individual Medley SM13,Silver,Swimming,2008,Greece,GRE,TAIGANIDIS Charalampos
Women,50 m Freestyle S3,Silver,Swimming,2008,Singapore,SGP,YIP Pin Xiu
Women,50 m Freestyle S4,Silver,Swimming,2008,United States of America,USA,ANGELELLI Cheryl
Women,50 m Freestyle S5,Silver,Swimming,2008,Czech Republic,CZE,HLAVACKOVA Bela
Women,50 m Freestyle S6,Silver,Swimming,2008,Mexico,MEX,GONZALEZ Doramitzi
Women,50 m Freestyle S7,Silver,Swimming,2008,United States of America,USA,POPOVICH Erin
Women,50 m Freestyle S8,Silver,Swimming,2008,United States of America,USA,EVERLOVE Amanda
Women,50 m Freestyle S9,Silver,Swimming,2008,Russia,RUS,GRAZHDANOVA Irina
Women,50 m Freestyle S10,Silver,Swimming,2008,Poland,POL,PAWLIK Katarzyna
Women,50 m Freestyle S11,Silver,Swimming,2008,Italy,ITA,CAMELLINI Cecilia
Women,50 m Freestyle S12,Silver,Swimming,2008,Russia,RUS,EFIMENKO Anna
Women,50 m Freestyle S13,Silver,Swimming,2008,Canada,CAN,GRAND-MAISON Valerie
Women,100 m Freestyle S4,Silver,Swimming,2008,United States of America,USA,ANGELELLI Cheryl
Women,100 m Freestyle S5,Silver,Swimming,2008,Israel,ISR,PEZARO Inbal
Women,100 m Freestyle S6,Silver,Swimming,2008,Netherlands,NED,DE KONING-PEPER Mirjam
Women,100 m Freestyle S7,Silver,Swimming,2008,United States of America,USA,JORDAN Cortney
Women,100 m Freestyle S8,Silver,Swimming,2008,Great Britain,GBR,FREDERIKSEN Heather
Women,100 m Freestyle S9,Silver,Swimming,2008,Great Britain,GBR,WATKIN Louise
Women,100 m Freestyle S10,Silver,Swimming,2008,Poland,POL,PAWLIK Katarzyna
Women,100 m Freestyle S11,Silver,Swimming,2008,Italy,ITA,CAMELLINI Cecilia
Women,100 m Freestyle S12,Silver,Swimming,2008,Russia,RUS,EFIMENKO Anna
Women,100 m Freestyle S13,Silver,Swimming,2008,Canada,CAN,GOTELL Chelsey
Women,200 m Freestyle S5,Silver,Swimming,2008,Israel,ISR,PEZARO Inbal
Women,400 m Freestyle S6,Silver,Swimming,2008,Netherlands,NED,DE KONING-PEPER Mirjam
Women,400 m Freestyle S7,Silver,Swimming,2008,United States of America,USA,JORDAN Cortney
Women,400 m Freestyle S8,Silver,Swimming,2008,Great Britain,GBR,FREDERIKSEN Heather
Women,400 m Freestyle S9,Silver,Swimming,2008,Canada,CAN,DIXON Stephanie
Women,400 m Freestyle S10,Silver,Swimming,2008,United States of America,USA,OWENS Ashley
Women,400 m Freestyle S13,Silver,Swimming,2008,Russia,RUS,EFIMENKO Anna
Women,50 m Backstroke S2,Silver,Swimming,2008,Ukraine,UKR,SOTSKA Iryna
Women,50 m Backstroke S3,Silver,Swimming,2008,Great Britain,GBR,WILLIAMSON Fran
Women,50 m Backstroke S5,Silver,Swimming,2008,Spain,ESP,PERALES Teresa
Women,100 m Backstroke S6,Silver,Swimming,2008,Great Britain,GBR,LEWIS Nyree
Women,100 m Backstroke S7,Silver,Swimming,2008,Germany,GER,BRUHN Kirsten
Women,100 m Backstroke S8,Silver,Swimming,2008,United States of America,USA,LONG Jessica
Women,100 m Backstroke S9,Silver,Swimming,2008,United States of America,USA,STONE Elizabeth
Women,100 m Backstroke S13,Silver,Swimming,2008,Canada,CAN,GRAND-MAISON Valerie
Women,100 m Breaststroke SB4,Silver,Swimming,2008,Israel,ISR,PEZARO Inbal
Women,100 m Breaststroke SB5,Silver,Swimming,2008,France,FRA,LARDIERE Rachel
Women,100 m Breaststroke SB6,Silver,Swimming,2008,Australia,AUS,BOWEN Sarah
Women,100 m Breaststroke SB7,Silver,Swimming,2008,China,CHN,HUANG Min
Women,100 m Breaststroke SB8,Silver,Swimming,2008,Poland,POL,WOZNIAK Paulina
Women,100 m Breaststroke SB9,Silver,Swimming,2008,Spain,ESP,GASCON Sarai
Women,100 m Breaststroke SB12,Silver,Swimming,2008,Spain,ESP,GOMEZ Sandra
Women,50 m Butterfly S6,Silver,Swimming,2008,Russia,RUS,DIODOROVA Anastasia
Women,50 m Butterfly S7,Silver,Swimming,2008,United States of America,USA,POPOVICH Erin
Women,100 m Butterfly S8,Silver,Swimming,2008,United States of America,USA,EVERLOVE Amanda
Women,100 m Butterfly S9,Silver,Swimming,2008,Australia,AUS,COLE Ellie
Women,100 m Butterfly S10,Silver,Swimming,2008,New Zealand,NZL,PASCOE Sophie
Women,100 m Butterfly S12,Silver,Swimming,2008,Spain,ESP,GARCIA-ARCICOLLAR Ana
Women,100 m Butterfly S13,Silver,Swimming,2008,Canada,CAN,COTE Kirby
Women,150 m Individual Medley SM4,Silver,Swimming,2008,Australia,AUS,JONKERS Marayke
Women,200 m Individual Medley SM6,Silver,Swimming,2008,Germany,GER,GOETZE Maria
Women,200 m Individual Medley SM7,Silver,Swimming,2008,China,CHN,HUANG Min
Women,200 m Individual Medley SM8,Silver,Swimming,2008,United States of America,USA,EVERLOVE Amanda
Women,200 m Individual Medley SM9,Silver,Swimming,2008,Canada,CAN,DIXON Stephanie
Women,200 m Individual Medley SM10,Silver,Swimming,2008,France,FRA,LORANDI Elodie
Women,200 m Individual Medley SM12,Silver,Swimming,2008,Poland,POL,MENDAK Joanna
Women,200 m Individual Medley SM13,Silver,Swimming,2008,Canada,CAN,COTE Kirby
Men,4x50 m Freestyle 20 pts,Silver,Swimming,2008,Spain,ESP,ORIBE Richard
Men,4x50 m Freestyle 20 pts,Silver,Swimming,2008,Spain,ESP,RODRIGUEZ Sebastian
Men,4x50 m Freestyle 20 pts,Silver,Swimming,2008,Spain,ESP,GORDILLO Jordi
Men,4x50 m Freestyle 20 pts,Silver,Swimming,2008,Spain,ESP,VIDAL Daniel
Men,4x100 m Freestyle 34 pts,Silver,Swimming,2008,Australia,AUS,AUSTIN Ben
Men,4x100 m Freestyle 34 pts,Silver,Swimming,2008,Australia,AUS,LEEK Peter
Men,4x100 m Freestyle 34 pts,Silver,Swimming,2008,Australia,AUS,BRAMHAM Sam
Men,4x100 m Freestyle 34 pts,Silver,Swimming,2008,Australia,AUS,COWDREY Matthew
Men,4x50 m Medley 20 pts,Silver,Swimming,2008,Brazil,BRA,AVELINO Francisco
Men,4x50 m Medley 20 pts,Silver,Swimming,2008,Brazil,BRA,DIAS Daniel
Men,4x50 m Medley 20 pts,Silver,Swimming,2008,Brazil,BRA,SILVA Clodoaldo
Men,4x50 m Medley 20 pts,Silver,Swimming,2008,Brazil,BRA,VASCONCELOS Ivanildo
Men,4x50 m Medley 20 pts,Silver,Swimming,2008,Brazil,BRA,DE LIMA Adriano
Men,4x50 m Medley 20 pts,Silver,Swimming,2008,Brazil,BRA,SILVA Luis
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,TIAN Hengheng
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,WANG Jiachao
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,WANG Xiaofu
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,WEI Yanpeng
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,GUO Zhi
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,WANG Renjie
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,XIONG Xiaoming
Men,4x100 m Medley 34 pts,Silver,Swimming,2008,China,CHN,LIN Furong
Men,50 m Freestyle S2,Silver,Swimming,2012,Russia,RUS,KOKAREV Dmitrii
Men,50 m Freestyle S4,Silver,Swimming,2012,France,FRA,SMETANINE David
Men,50 m Freestyle S5,Silver,Swimming,2012,Spain,ESP,RODRIGUEZ Sebastian
Men,50 m Freestyle S6,Silver,Swimming,2012,Cuba,CUB,PEREZ ESCALONA Lorenzo
Men,50 m Freestyle S7,Silver,Swimming,2012,China,CHN,PAN Shiyun
Men,50 m Freestyle S8,Silver,Swimming,2012,Netherlands,NED,DEELEN Maurice
Men,50 m Freestyle S9,Silver,Swimming,2012,Hungary,HUN,TOTH Tamas
Men,50 m Freestyle S10,Silver,Swimming,2012,Canada,CAN,STEIN Nathan
Men,50 m Freestyle S11,Silver,Swimming,2012,United States of America,USA,SNYDER Bradley
Men,50 m Freestyle S12,Silver,Swimming,2012,Russia,RUS,NEVOLIN-SVETOV Aleksandr
Men,50 m Freestyle S13,Silver,Swimming,2012,Belarus,BLR,BOKI Ihar
Men,100 m Freestyle S2,Silver,Swimming,2012,Russia,RUS,KOKAREV Dmitrii
Men,100 m Freestyle S4,Silver,Swimming,2012,Spain,ESP,ORIBE Richard
Men,100 m Freestyle S5,Silver,Swimming,2012,United States of America,USA,PERKINS Roy
Men,100 m Freestyle S6,Silver,Swimming,2012,Germany,GER,IWANOW Sebastian
Men,100 m Freestyle S7,Silver,Swimming,2012,Australia,AUS,LEVY Matthew
Men,100 m Freestyle S8,Silver,Swimming,2012,Russia,RUS,TARASOV Denis
Men,100 m Freestyle S9,Silver,Swimming,2012,Hungary,HUN,TOTH Tamas
Men,100 m Freestyle S10,Silver,Swimming,2012,Brazil,BRA,RODRIGUES Phelipe Andrews Melo
Men,100 m Freestyle S11,Silver,Swimming,2012,China,CHN,YANG Bozun
Men,100 m Freestyle S12,Silver,Swimming,2012,Russia,RUS,NEVOLIN-SVETOV Aleksandr
Men,100 m Freestyle S13,Silver,Swimming,2012,South Africa,RSA,BOUWER Charles
Men,200 m Freestyle S2,Silver,Swimming,2012,Russia,RUS,KOKAREV Dmitrii
Men,200 m Freestyle S4,Silver,Swimming,2012,France,FRA,SMETANINE David
Men,200 m Freestyle S5,Silver,Swimming,2012,Spain,ESP,RODRIGUEZ Sebastian
Men,200 m Freestyle S14,Silver,Swimming,2012,Australia,AUS,FOX Daniel
Men,400 m Freestyle S6,Silver,Swimming,2012,Sweden,SWE,OLSSON Anders
Men,400 m Freestyle S7,Silver,Swimming,2012,China,CHN,PAN Shiyun
Men,400 m Freestyle S8,Silver,Swimming,2012,Great Britain,GBR,HYND Oliver
Men,400 m Freestyle S9,Silver,Swimming,2012,Hungary,HUN,SORS Tamas
Men,400 m Freestyle S10,Silver,Swimming,2012,Canada,CAN,HUOT Benoit
Men,400 m Freestyle S11,Silver,Swimming,2012,Spain,ESP,ENHAMED Enhamed
Men,400 m Freestyle S12,Silver,Swimming,2012,Spain,ESP,FLORIANO Enrique
Men,400 m Freestyle S13,Silver,Swimming,2012,Ukraine,UKR,CHUFAROV Danylo
Men,50 m Backstroke S1,Silver,Swimming,2012,Greece,GRE,TAMPAXIS Christos
Men,50 m Backstroke S2,Silver,Swimming,2012,Greece,GRE,MAKRODIMITRIS Aristeidis
Men,50 m Backstroke S3,Silver,Swimming,2012,Ukraine,UKR,VYNOHRADETS Dmytro
Men,50 m Backstroke S4,Silver,Swimming,2012,Russia,RUS,LYZHIKHIN Aleksei
Men,50 m Backstroke S5,Silver,Swimming,2012,China,CHN,HE Junquan
Men,100 m Backstroke S6,Silver,Swimming,2012,China,CHN,JIA Hongguang
Men,100 m Backstroke S7,Silver,Swimming,2012,Ukraine,UKR,BOHODAYKO Yevheniy
Men,100 m Backstroke S8,Silver,Swimming,2012,Russia,RUS,TARASOV Denis
Men,100 m Backstroke S9,Silver,Swimming,2012,Great Britain,GBR,CRISP James
Men,100 m Backstroke S10,Silver,Swimming,2012,Brazil,BRA,BRASIL Andre
Men,100 m Backstroke S11,Silver,Swimming,2012,China,CHN,YANG Bozun
Men,100 m Backstroke S12,Silver,Swimming,2012,United States of America,USA,DUPREE Tucker
Men,100 m Backstroke S13,Silver,Swimming,2012,South Africa,RSA,BOUWER Charles
Men,100 m Backstroke S14,Silver,Swimming,2012,Great Britain,GBR,MOORES Aaron
Men,50 m Breaststroke SB2,Silver,Swimming,2012,Mexico,MEX,CASTORENA Arnulfo
Men,50 m Breaststroke SB3,Silver,Swimming,2012,Spain,ESP,LUQUE Miguel
Men,100 m Breaststroke SB4,Silver,Swimming,2012,Colombia,COL,FUENTES GARCIA Moises
Men,100 m Breaststroke SB5,Silver,Swimming,2012,Germany,GER,GRUNENBERG Niels
Men,100 m Breaststroke SB6,Silver,Swimming,2012,Germany,GER,SCHMIDTKE Torben
Men,100 m Breaststroke SB7,Silver,Swimming,2012,Japan,JPN,NAKAMURA Tomotaro
Men,100 m Breaststroke SB8,Silver,Swimming,2012,Australia,AUS,COWDREY Matthew
Men,100 m Breaststroke SB9,Silver,Swimming,2012,South Africa,RSA,PAUL Kevin
Men,100 m Breaststroke SB11,Silver,Swimming,2012,Japan,JPN,KIMURA Keiichi
Men,100 m Breaststroke SB12,Silver,Swimming,2012,Belarus,BLR,IZOTAU Uladzimir
Men,100 m Breaststroke SB13,Silver,Swimming,2012,New Zealand,NZL,SHARP Daniel
Men,100 m Breaststroke SB14,Silver,Swimming,2012,Russia,RUS,PAVLENKO Artem
Men,50 m Butterfly S5,Silver,Swimming,2012,United States of America,USA,PERKINS Roy
Men,50 m Butterfly S6,Silver,Swimming,2012,China,CHN,ZHENG Tao
Men,50 m Butterfly S7,Silver,Swimming,2012,Ukraine,UKR,BOHODAYKO Yevheniy
Men,100 m Butterfly S8,Silver,Swimming,2012,China,CHN,WEI Yanpeng
Men,100 m Butterfly S9,Silver,Swimming,2012,Australia,AUS,COWDREY Matthew
Men,100 m Butterfly S10,Silver,Swimming,2012,Russia,RUS,GRIGORYEV Dmitry
Men,100 m Butterfly S11,Silver,Swimming,2012,Spain,ESP,ENHAMED Enhamed
Men,100 m Butterfly S12,Silver,Swimming,2012,Russia,RUS,PUNKO Sergey
Men,100 m Butterfly S13,Silver,Swimming,2012,Russia,RUS,DUBOVOY Roman
Men,150 m Individual Medley SM3,Silver,Swimming,2012,Ukraine,UKR,VYNOHRADETS Dmytro
Men,150 m Individual Medley SM4,Silver,Swimming,2012,Mexico,MEX,SANCHEZ MARTINEZ Gustavo
Men,200 m Individual Medley SM6,Silver,Swimming,2012,Great Britain,GBR,KINDRED Sascha
Men,200 m Individual Medley SM7,Silver,Swimming,2012,United States of America,USA,GARCIA-TOLSON Rudy
Men,200 m Individual Medley SM8,Silver,Swimming,2012,China,CHN,WANG Jiachao
Men,200 m Individual Medley SM9,Silver,Swimming,2012,Ukraine,UKR,KALYNA Andriy
Men,200 m Individual Medley SM10,Silver,Swimming,2012,Brazil,BRA,BRASIL Andre
Men,200 m Individual Medley SM11,Silver,Swimming,2012,Ukraine,UKR,SMYRNOV Viktor
Men,200 m Individual Medley SM12,Silver,Swimming,2012,Russia,RUS,NEVOLIN-SVETOV Aleksandr
Men,200 m Individual Medley SM13,Silver,Swimming,2012,Russia,RUS,DUBOVOY Roman
Women,50 m Freestyle S3,Silver,Swimming,2012,Ukraine,UKR,SVIDERSKA Olga
Women,50 m Freestyle S5,Silver,Swimming,2012,Spain,ESP,PERALES Teresa
Women,50 m Freestyle S6,Silver,Swimming,2012,United States of America,USA,ARLEN Victoria
Women,50 m Freestyle S7,Silver,Swimming,2012,United States of America,USA,JORDAN Cortney
Women,50 m Freestyle S8,Silver,Swimming,2012,Australia,AUS,ELLIOTT Maddison
Women,50 m Freestyle S9,Silver,Swimming,2012,Great Britain,GBR,WATKIN Louise
Women,50 m Freestyle S10,Silver,Swimming,2012,New Zealand,NZL,PASCOE Sophie
Women,50 m Freestyle S11,Silver,Swimming,2012,China,CHN,LI Guizhi
Women,50 m Freestyle S12,Silver,Swimming,2012,Azerbaijan,AZE,PRONINA Natali
Women,50 m Freestyle S13,Silver,Swimming,2012,Canada,CAN,GRAND-MAISON Valerie
Women,100 m Freestyle S3,Silver,Swimming,2012,Ukraine,UKR,SVIDERSKA Olga
Women,100 m Freestyle S5,Silver,Swimming,2012,Ukraine,UKR,PROLOGAIEVA Nataliia
Women,100 m Freestyle S6,Silver,Swimming,2012,Great Britain,GBR,SIMMONDS Eleanor
Women,100 m Freestyle S7,Silver,Swimming,2012,United States of America,USA,JORDAN Cortney
Women,100 m Freestyle S8,Silver,Swimming,2012,Great Britain,GBR,FREDERIKSEN Heather
Women,100 m Freestyle S9,Silver,Swimming,2012,South Africa,RSA,DU TOIT Natalie
Women,100 m Freestyle S10,Silver,Swimming,2012,France,FRA,LORANDI Elodie
Women,100 m Freestyle S11,Silver,Swimming,2012,New Zealand,NZL,FISHER Mary
Women,100 m Freestyle S12,Silver,Swimming,2012,Azerbaijan,AZE,PRONINA Natali
Women,100 m Freestyle S13,Silver,Swimming,2012,Canada,CAN,GRAND-MAISON Valerie
Women,200 m Freestyle S5,Silver,Swimming,2012,Spain,ESP,PERALES Teresa
Women,200 m Freestyle S14,Silver,Swimming,2012,Australia,AUS,CORRY Taylor
Women,400 m Freestyle S6,Silver,Swimming,2012,United States of America,USA,ARLEN Victoria
Women,400 m Freestyle S7,Silver,Swimming,2012,United States of America,USA,JORDAN Cortney
Women,400 m Freestyle S8,Silver,Swimming,2012,Great Britain,GBR,FREDERIKSEN Heather
Women,400 m Freestyle S9,Silver,Swimming,2012,Great Britain,GBR,MILLWARD Stephanie
Women,400 m Freestyle S10,Silver,Swimming,2012,Canada,CAN,RIVARD Aurelie
Women,400 m Freestyle S11,Silver,Swimming,2012,Canada,CAN,THOMAS Amber
Women,400 m Freestyle S12,Silver,Swimming,2012,Great Britain,GBR,RUSSELL Hannah
Women,50 m Backstroke S2,Silver,Swimming,2012,Ukraine,UKR,IELISAVETSKA Ganna
Women,50 m Backstroke S4,Silver,Swimming,2012,Brazil,BRA,GARCIA Edenia
Women,100 m Backstroke S6,Silver,Swimming,2012,Great Britain,GBR,KINDRED Nyree
Women,100 m Backstroke S7,Silver,Swimming,2012,Germany,GER,BRUHN Kirsten
Women,100 m Backstroke S8,Silver,Swimming,2012,United States of America,USA,LONG Jessica
Women,100 m Backstroke S9,Silver,Swimming,2012,Great Britain,GBR,MILLWARD Stephanie
Women,100 m Backstroke S10,Silver,Swimming,2012,New Zealand,NZL,PASCOE Sophie
Women,100 m Backstroke S11,Silver,Swimming,2012,New Zealand,NZL,FISHER Mary
Women,100 m Backstroke S12,Silver,Swimming,2012,Azerbaijan,AZE,PRONINA Natali
Women,100 m Backstroke S14,Silver,Swimming,2012,Australia,AUS,CORRY Taylor
Women,100 m Breaststroke SB4,Silver,Swimming,2012,Norway,NOR,RUNG Sarah Louise
Women,100 m Breaststroke SB5,Silver,Swimming,2012,China,CHN,SONG Lingling
Women,100 m Breaststroke SB6,Silver,Swimming,2012,Great Britain,GBR,HENSHAW Charlotte
Women,100 m Breaststroke SB7,Silver,Swimming,2012,Ukraine,UKR,KHRUL Oksana
Women,100 m Breaststroke SB8,Silver,Swimming,2012,Great Britain,GBR,CASHMORE Claire
Women,100 m Breaststroke SB9,Silver,Swimming,2012,New Zealand,NZL,PASCOE Sophie
Women,100 m Breaststroke SB11,Silver,Swimming,2012,Ukraine,UKR,BEREZHNA Yana
Women,100 m Breaststroke SB12,Silver,Swimming,2012,Cyprus,CYP,PELENDRITOU Karolina
Women,100 m Breaststroke SB13,Silver,Swimming,2012,Germany,GER,KRAWZOW Elena
Women,100 m Breaststroke SB14,Silver,Swimming,2012,Netherlands,NED,TOETERS Magda
Women,50 m Butterfly S5,Silver,Swimming,2012,Spain,ESP,PERALES Teresa
Women,50 m Butterfly S6,Silver,Swimming,2012,China,CHN,LU Dong
Women,50 m Butterfly S7,Silver,Swimming,2012,Canada,CAN,NELSON Brianna
Women,100 m Butterfly S8,Silver,Swimming,2012,Ukraine,UKR,ISTOMINA Kateryna
Women,100 m Butterfly S9,Silver,Swimming,2012,Spain,ESP,GASCON Sarai
Women,100 m Butterfly S10,Silver,Swimming,2012,Poland,POL,JABLONSKA Oliwia
Women,100 m Butterfly S12,Silver,Swimming,2012,Russia,RUS,STUKALOVA Darya
Women,200 m Individual Medley SM5,Silver,Swimming,2012,Norway,NOR,RUNG Sarah Louise
Women,200 m Individual Medley SM6,Silver,Swimming,2012,Germany,GER,SCHOTT Verena
Women,200 m Individual Medley SM7,Silver,Swimming,2012,Canada,CAN,NELSON Brianna
Women,200 m Individual Medley SM8,Silver,Swimming,2012,Russia,RUS,VLADYKINA Olesia
Women,200 m Individual Medley SM9,Silver,Swimming,2012,Great Britain,GBR,MILLWARD Stephanie
Women,200 m Individual Medley SM10,Silver,Swimming,2012,Canada,CAN,MORTIMER Summer Ashley
Women,200 m Individual Medley SM11,Silver,Swimming,2012,Germany,GER,SCHULTE Daniela
Women,200 m Individual Medley SM12,Silver,Swimming,2012,Azerbaijan,AZE,PRONINA Natali
Women,200 m Individual Medley SM13,Silver,Swimming,2012,United States of America,USA,MEYERS Rebecca
Men,4x100 m Freestyle 34pts,Silver,Swimming,2012,China,CHN,WANG Jiachao
Men,4x100 m Freestyle 34pts,Silver,Swimming,2012,China,CHN,LIN Furong
Men,4x100 m Freestyle 34pts,Silver,Swimming,2012,China,CHN,SONG Maodang
Men,4x100 m Freestyle 34pts,Silver,Swimming,2012,China,CHN,WANG Yinan
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,LISENKOV Konstantin
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,ZIMIN Evgeny
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,SAMARIN Eduard
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,DOROGAEV Denis
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,GRIGORYEV Dmitry
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,POLTAVTSEV Pavel
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,TARASOV Denis
Men,4x100 m Medley 34pts,Silver,Swimming,2012,Russia,RUS,GLADKOV Andrei
Women,4x100 m Freestyle 34pts,Silver,Swimming,2012,United States of America,USA,LONG Jessica
Women,4x100 m Freestyle 34pts,Silver,Swimming,2012,United States of America,USA,EAMES Anna
Women,4x100 m Freestyle 34pts,Silver,Swimming,2012,United States of America,USA,SCOTT Susan Beth
Women,4x100 m Freestyle 34pts,Silver,Swimming,2012,United States of America,USA,ARLEN Victoria
Women,4x100 m Medley 34pts,Silver,Swimming,2012,Great Britain,GBR,FREDERIKSEN Heather
Women,4x100 m Medley 34pts,Silver,Swimming,2012,Great Britain,GBR,CASHMORE Claire
Women,4x100 m Medley 34pts,Silver,Swimming,2012,Great Britain,GBR,MILLWARD Stephanie
Women,4x100 m Medley 34pts,Silver,Swimming,2012,Great Britain,GBR,WATKIN Louise
Men,50 m Freestyle S3,Silver,Swimming,2016,Ukraine,UKR,VYNOHRADETS Dmytro
Men,50 m Freestyle S4,Silver,Swimming,2016,France,FRA,SMETANINE David
Men,50 m Freestyle S5,Silver,Swimming,2016,Vietnam,VIE,VO Thanh Tung
Men,50 m Freestyle S6,Silver,Swimming,2016,Colombia,COL,CRISPIN Nelson
Men,50 m Freestyle S7,Silver,Swimming,2016,Ukraine,UKR,BOHODAYKO Yevheniy
Men,50 m Freestyle S8,Silver,Swimming,2016,Ukraine,UKR,HRYNENKO Bohdan
Men,50 m Freestyle S9,Silver,Swimming,2016,Australia,AUS,DISKEN Timothy
Men,50 m Freestyle S10,Silver,Swimming,2016,Brazil,BRA,RODRIGUES Phelipe Andrews Melo
Men,50 m Freestyle S11,Silver,Swimming,2016,Japan,JPN,KIMURA Keiichi
Men,50 m Freestyle S12,Silver,Swimming,2016,Azerbaijan,AZE,SALEI Dzmitry
Men,50 m Freestyle S13,Silver,Swimming,2016,Brazil,BRA,FARRENBERG Carlos
Men,100 m Freestyle S4,Silver,Swimming,2016,China,CHN,JIN Zhipeng
Men,100 m Freestyle S5,Silver,Swimming,2016,United States of America,USA,PERKINS Roy
Men,100 m Freestyle S6,Silver,Swimming,2016,Colombia,COL,CRISPIN Nelson
Men,100 m Freestyle S7,Silver,Swimming,2016,Colombia,COL,SERRANO ZARATE Carlos
Men,100 m Freestyle S8,Silver,Swimming,2016,China,CHN,SONG Maodang
Men,100 m Freestyle S9,Silver,Swimming,2016,Australia,AUS,HALL Brenden
Men,100 m Freestyle S10,Silver,Swimming,2016,Brazil,BRA,BRASIL Andre
Men,100 m Freestyle S11,Silver,Swimming,2016,China,CHN,YANG Bozun
Men,100 m Freestyle S13,Silver,Swimming,2016,Ukraine,UKR,DENYSENKO Iaroslav
Men,200 m Freestyle S2,Silver,Swimming,2016,China,CHN,ZOU Liankang
Men,200 m Freestyle S3,Silver,Swimming,2016,Ukraine,UKR,VYNOHRADETS Dmytro
Men,200 m Freestyle S4,Silver,Swimming,2016,Netherlands,NED,SCHOENMAKER Michael
Men,200 m Freestyle S5,Silver,Swimming,2016,United States of America,USA,PERKINS Roy
Men,200 m Freestyle S14,Silver,Swimming,2016,Great Britain,GBR,HAMER Thomas
