gender,event,medal,type,year,country,abb,athlete
Men,400 m Freestyle S6,Silver,Swimming,2016,Netherlands,NED,VAN HOFWEEGEN Thijs
Men,400 m Freestyle S7,Silver,Swimming,2016,Great Britain,GBR,FOX Jonathan
Men,400 m Freestyle S8,Silver,Swimming,2016,China,CHN,XU Haijiao
Men,400 m Freestyle S9,Silver,Swimming,2016,Italy,ITA,MORLACCHI Federico
Men,400 m Freestyle S10,Silver,Swimming,2016,Ukraine,UKR,DUBROV Denys
Men,400 m Freestyle S11,Silver,Swimming,2016,United States of America,USA,DRAKE Tharon
Men,400 m Freestyle S13,Silver,Swimming,2016,Ukraine,UKR,DENYSENKO Iaroslav
Men,50 m Backstroke S1,Silver,Swimming,2016,Italy,ITA,BETTELLA Francesco
Men,50 m Backstroke S2,Silver,Swimming,2016,China,CHN,LIU Benying
Men,50 m Backstroke S3,Silver,Swimming,2016,China,CHN,HUANG Wenpan
Men,50 m Backstroke S4,Silver,Swimming,2016,China,CHN,LIU Yuntao
Men,50 m Backstroke S5,Silver,Swimming,2016,Great Britain,GBR,MULLEN Andrew
Men,100 m Backstroke S1,Silver,Swimming,2016,Italy,ITA,BETTELLA Francesco
Men,100 m Backstroke S2,Silver,Swimming,2016,China,CHN,LIU Benying
Men,100 m Backstroke S6,Silver,Swimming,2016,China,CHN,JIA Hongguang
Men,100 m Backstroke S7,Silver,Swimming,2016,Great Britain,GBR,FOX Jonathan
Men,100 m Backstroke S8,Silver,Swimming,2016,Great Britain,GBR,HYND Oliver
Men,100 m Backstroke S9,Silver,Swimming,2016,China,CHN,LIU Xiaobing
Men,100 m Backstroke S10,Silver,Swimming,2016,Netherlands,NED,VAN DE VOORT Olivier
Men,100 m Backstroke S11,Silver,Swimming,2016,Poland,POL,MAKOWSKI Wojciech Artur
Men,100 m Backstroke S11,Silver,Swimming,2016,United States of America,USA,SNYDER Bradley
Men,100 m Backstroke S12,Silver,Swimming,2016,Azerbaijan,AZE,SALEI Raman
Men,100 m Backstroke S13,Silver,Swimming,2016,Ukraine,UKR,DENYSENKO Iaroslav
Men,100 m Backstroke S14,Silver,Swimming,2016,Netherlands,NED,EVERS Marc
Men,50 m Breaststroke SB2,Silver,Swimming,2016,China,CHN,LI Tingshen
Men,50 m Breaststroke SB3,Silver,Swimming,2016,Spain,ESP,LUQUE Miguel
Men,100 m Breaststroke SB4,Silver,Swimming,2016,Brazil,BRA,DIAS Daniel
Men,100 m Breaststroke SB5,Silver,Swimming,2016,Korea,KOR,LIM Woo-Geun
Men,100 m Breaststroke SB6,Silver,Swimming,2016,Colombia,COL,CRISPIN Nelson
Men,100 m Breaststroke SB7,Silver,Swimming,2016,Australia,AUS,COCHRANE Blake
Men,100 m Breaststroke SB8,Silver,Swimming,2016,Italy,ITA,MORLACCHI Federico
Men,100 m Breaststroke SB9,Silver,Swimming,2016,Ukraine,UKR,DUBROV Denys
Men,100 m Breaststroke SB11,Silver,Swimming,2016,United States of America,USA,DRAKE Tharon
Men,100 m Breaststroke SB12,Silver,Swimming,2016,Azerbaijan,AZE,SALEI Dzmitry
Men,100 m Breaststroke SB14,Silver,Swimming,2016,Great Britain,GBR,QUIN Scott
Men,50 m Butterfly S5,Silver,Swimming,2016,China,CHN,HE Shiwei
Men,50 m Butterfly S6,Silver,Swimming,2016,China,CHN,ZHENG Tao
Men,50 m Butterfly S7,Silver,Swimming,2016,Ukraine,UKR,BOHODAYKO Yevheniy
Men,100 m Butterfly S8,Silver,Swimming,2016,China,CHN,XU Haijiao
Men,100 m Butterfly S9,Silver,Swimming,2016,Italy,ITA,MORLACCHI Federico
Men,100 m Butterfly S10,Silver,Swimming,2016,Ukraine,UKR,KRYPAK Maksym
Men,100 m Butterfly S11,Silver,Swimming,2016,Japan,JPN,KIMURA Keiichi
Men,100 m Butterfly S13,Silver,Swimming,2016,Uzbekistan,UZB,PANKOV Kirill
Men,150 m Individual Medley SM3,Silver,Swimming,2016,Ukraine,UKR,VYNOHRADETS Dmytro
Men,150 m Individual Medley SM4,Silver,Swimming,2016,China,CHN,JIN Zhipeng
Men,200 m Individual Medley SM6,Silver,Swimming,2016,China,CHN,JIA Hongguang
Men,200 m Individual Medley SM7,Silver,Swimming,2016,United States of America,USA,GARCIA-TOLSON Rudy
Men,200 m Individual Medley SM8,Silver,Swimming,2016,China,CHN,SONG Maodang
Men,200 m Individual Medley SM9,Silver,Swimming,2016,Hungary,HUN,SORS Tamas
Men,200 m Individual Medley SM10,Silver,Swimming,2016,Ukraine,UKR,KRYPAK Maksym
Men,200 m Individual Medley SM11,Silver,Swimming,2016,Ukraine,UKR,SMYRNOV Viktor
Men,200 m Individual Medley SM13,Silver,Swimming,2016,Ukraine,UKR,DENYSENKO Iaroslav
Men,200 m Individual Medley SM14,Silver,Swimming,2016,Great Britain,GBR,HAMER Thomas
Women,50 m Freestyle S4,Silver,Swimming,2016,Italy,ITA,TRIMI Arjola
Women,50 m Freestyle S5,Silver,Swimming,2016,Brazil,BRA,SILVA Joana Maria
Women,50 m Freestyle S6,Silver,Swimming,2016,Ukraine,UKR,SAVTSOVA Viktoriia
Women,50 m Freestyle S7,Silver,Swimming,2016,Germany,GER,GRAHL Denise
Women,50 m Freestyle S8,Silver,Swimming,2016,Australia,AUS,PATTERSON Lakeisha
Women,50 m Freestyle S9,Silver,Swimming,2016,Australia,AUS,COLE Ellie
Women,50 m Freestyle S10,Silver,Swimming,2016,New Zealand,NZL,PASCOE Sophie
Women,50 m Freestyle S11,Silver,Swimming,2016,Sweden,SWE,REICHARD Maja
Women,50 m Freestyle S12,Silver,Swimming,2016,Germany,GER,SCHNITTGER Naomi Maike
Women,50 m Freestyle S13,Silver,Swimming,2016,Uzbekistan,UZB,ODILOVA Muslima
Women,100 m Freestyle S3,Silver,Swimming,2016,China,CHN,PENG Qiuping
Women,100 m Freestyle S5,Silver,Swimming,2016,Spain,ESP,PERALES Teresa
Women,100 m Freestyle S6,Silver,Swimming,2016,Ukraine,UKR,SAVTSOVA Viktoriia
Women,100 m Freestyle S7,Silver,Swimming,2016,United States of America,USA,JORDAN Cortney
Women,100 m Freestyle S8,Silver,Swimming,2016,Australia,AUS,PATTERSON Lakeisha
Women,100 m Freestyle S9,Silver,Swimming,2016,Spain,ESP,GASCON Sarai
Women,100 m Freestyle S10,Silver,Swimming,2016,New Zealand,NZL,PASCOE Sophie
Women,100 m Freestyle S11,Silver,Swimming,2016,China,CHN,LI Guizhi
Women,100 m Freestyle S13,Silver,Swimming,2016,United States of America,USA,MEYERS Rebecca
Women,200 m Freestyle S5,Silver,Swimming,2016,Spain,ESP,PERALES Teresa
Women,200 m Freestyle S14,Silver,Swimming,2016,Great Britain,GBR,APPLEGATE Jessica-Jane
Women,400 m Freestyle S6,Silver,Swimming,2016,China,CHN,SONG Lingling
Women,400 m Freestyle S7,Silver,Swimming,2016,United States of America,USA,JORDAN Cortney
Women,400 m Freestyle S8,Silver,Swimming,2016,United States of America,USA,LONG Jessica
Women,400 m Freestyle S9,Silver,Swimming,2016,Australia,AUS,COLE Ellie
Women,400 m Freestyle S10,Silver,Swimming,2016,Australia,AUS,MURPHY Monique
Women,400 m Freestyle S11,Silver,Swimming,2016,Italy,ITA,CAMELLINI Cecilia
Women,400 m Freestyle S13,Silver,Swimming,2016,Ukraine,UKR,STETSENKO Anna
Women,50 m Backstroke S2,Silver,Swimming,2016,China,CHN,FENG Yazhu
Women,50 m Backstroke S3,Silver,Swimming,2016,China,CHN,MENG Guofen
Women,50 m Backstroke S4,Silver,Swimming,2016,China,CHN,DENG Yue
Women,50 m Backstroke S5,Silver,Swimming,2016,Czech Republic,CZE,TREBINOVA Bela
Women,100 m Backstroke S2,Silver,Swimming,2016,China,CHN,FENG Yazhu
Women,100 m Backstroke S6,Silver,Swimming,2016,China,CHN,LU Dong
Women,100 m Backstroke S7,Silver,Swimming,2016,China,CHN,ZHANG Ying
Women,100 m Backstroke S8,Silver,Swimming,2016,Australia,AUS,ELLIOTT Maddison
Women,100 m Backstroke S9,Silver,Swimming,2016,Spain,ESP,MARQUES SOTO Nuria
Women,100 m Backstroke S10,Silver,Swimming,2016,Hungary,HUN,PAP Bianka
Women,100 m Backstroke S11,Silver,Swimming,2016,China,CHN,CAI Liwen
Women,100 m Backstroke S12,Silver,Swimming,2016,Ukraine,UKR,MATLO Yaryna
Women,100 m Backstroke S13,Silver,Swimming,2016,Great Britain,GBR,KANE Abby
Women,100 m Backstroke S14,Silver,Swimming,2016,Netherlands,NED,VAN DER KULK Marlou
Women,50 m Breaststroke SB3,Silver,Swimming,2016,Ukraine,UKR,LAFINA Mariia
Women,100 m Breaststroke SB4,Silver,Swimming,2016,Italy,ITA,GHIRETTI Giulia
Women,100 m Breaststroke SB5,Silver,Swimming,2016,Ukraine,UKR,SAVTSOVA Viktoriia
Women,100 m Breaststroke SB6,Silver,Swimming,2016,United States of America,USA,HERZOG Sophia Elizabeth
Women,100 m Breaststroke SB7,Silver,Swimming,2016,United States of America,USA,LONG Jessica
Women,100 m Breaststroke SB8,Silver,Swimming,2016,Great Britain,GBR,CASHMORE Claire
Women,100 m Breaststroke SB9,Silver,Swimming,2016,Great Britain,GBR,LEE Harriet
Women,100 m Breaststroke SB11,Silver,Swimming,2016,Netherlands,NED,BRUINSMA Liesette
Women,100 m Breaststroke SB13,Silver,Swimming,2016,Great Britain,GBR,REDFERN Rebecca
Women,100 m Breaststroke SB14,Silver,Swimming,2016,Great Britain,GBR,FIRTH Bethany
Women,50 m Butterfly S5,Silver,Swimming,2016,Norway,NOR,RUNG Sarah Louise
Women,50 m Butterfly S6,Silver,Swimming,2016,Ukraine,UKR,KHRUL Oksana
Women,50 m Butterfly S7,Silver,Swimming,2016,United States of America,USA,JORDAN Cortney
Women,100 m Butterfly S8,Silver,Swimming,2016,Great Britain,GBR,SLATER Stephanie
Women,100 m Butterfly S9,Silver,Swimming,2016,Spain,ESP,GASCON Sarai
Women,100 m Butterfly S10,Silver,Swimming,2016,China,CHN,CHEN Yi
Women,100 m Butterfly S13,Silver,Swimming,2016,Uzbekistan,UZB,ODILOVA Muslima
Women,150 m Individual Medley SM4,Silver,Swimming,2016,Ukraine,UKR,SVIDERSKA Olga
Women,200 m Individual Medley SM5,Silver,Swimming,2016,Spain,ESP,PERALES Teresa
Women,200 m Individual Medley SM6,Silver,Swimming,2016,China,CHN,SONG Lingling
Women,200 m Individual Medley SM7,Silver,Swimming,2016,Canada,CAN,ROUTLIFFE Tess
Women,200 m Individual Medley SM8,Silver,Swimming,2016,Great Britain,GBR,MILLWARD Stephanie
Women,200 m Individual Medley SM9,Silver,Swimming,2016,Spain,ESP,GASCON Sarai
Women,200 m Individual Medley SM10,Silver,Swimming,2016,Canada,CAN,RIVARD Aurelie
Women,200 m Individual Medley SM11,Silver,Swimming,2016,Sweden,SWE,REICHARD Maja
Women,200 m Individual Medley SM13,Silver,Swimming,2016,Uzbekistan,UZB,AMILOVA Fotimakhon
Women,200 m Individual Medley SM14,Silver,Swimming,2016,Great Britain,GBR,APPLEGATE Jessica-Jane
Men,4x100 m Freestyle 34pts,Silver,Swimming,2016,Brazil,BRA,DIAS Daniel
Men,4x100 m Freestyle 34pts,Silver,Swimming,2016,Brazil,BRA,BRASIL Andre
Men,4x100 m Freestyle 34pts,Silver,Swimming,2016,Brazil,BRA,RODRIGUES Phelipe Andrews Melo
Men,4x100 m Freestyle 34pts,Silver,Swimming,2016,Brazil,BRA,SILVA Ruiter
Men,4x100 m Medley 34pts,Silver,Swimming,2016,Ukraine,UKR,BOHODAYKO Yevheniy
Men,4x100 m Medley 34pts,Silver,Swimming,2016,Ukraine,UKR,BOZHYNSKYI Iurii
Men,4x100 m Medley 34pts,Silver,Swimming,2016,Ukraine,UKR,DUBROV Denys
Men,4x100 m Medley 34pts,Silver,Swimming,2016,Ukraine,UKR,KRYPAK Maksym
Women,4x100 m Freestyle 34pts,Silver,Swimming,2016,United States of America,USA,LONG Jessica
Women,4x100 m Freestyle 34pts,Silver,Swimming,2016,United States of America,USA,COAN Mc
Women,4x100 m Freestyle 34pts,Silver,Swimming,2016,United States of America,USA,Kenzie
Women,4x100 m Freestyle 34pts,Silver,Swimming,2016,United States of America,USA,SMITH Elizabeth
Women,4x100 m Freestyle 34pts,Silver,Swimming,2016,United States of America,USA,KONKOLY Michelle
Women,4x100 m Medley 34pts,Silver,Swimming,2016,Australia,AUS,COLE Ellie
Women,4x100 m Medley 34pts,Silver,Swimming,2016,Australia,AUS,SCOTT Madeleine
Women,4x100 m Medley 34pts,Silver,Swimming,2016,Australia,AUS,ELLIOTT Maddison
Women,4x100 m Medley 34pts,Silver,Swimming,2016,Australia,AUS,PATTERSON Lakeisha
Mixed,4x50 m Freestyle 20pts,Silver,Swimming,2016,Brazil,BRA,DIAS Daniel
Mixed,4x50 m Freestyle 20pts,Silver,Swimming,2016,Brazil,BRA,SILVA Clodoaldo
Mixed,4x50 m Freestyle 20pts,Silver,Swimming,2016,Brazil,BRA,SILVA Joana Maria
Mixed,4x50 m Freestyle 20pts,Silver,Swimming,2016,Brazil,BRA,GLOCK Talisson
Mixed,4x50 m Freestyle 20pts,Silver,Swimming,2016,Brazil,BRA,RIBEIRO Susana
Mixed,4x50 m Freestyle 20pts,Silver,Swimming,2016,Brazil,BRA,PEREIRA DOS SANTOS Patricia
Men,Singles 2,Silver,Table Tennis,1980,Korea,KOR,CHOI Tae Am
Men,Singles 3,Silver,Table Tennis,1980,Austria,AUT,RANGGER Engelbert
Men,Singles 4,Silver,Table Tennis,1980,Netherlands,NED,UYT DE BOOGAARDT G.
Men,Singles 1A,Silver,Table Tennis,1980,Switzerland,SUI,ZUMKEHR Rolf
Men,Singles 1B,Silver,Table Tennis,1980,Austria,AUT,FRANK Gerhard
Men,Singles 1C,Silver,Table Tennis,1980,FR Germany,FRG,BOERSTLER B.
Men,Singles C,Silver,Table Tennis,1980,Netherlands,NED,BAAS E.
Men,Singles C1,Silver,Table Tennis,1980,Egypt,EGY,EL ZEINI Salem Mohamed
Men,Singles D,Silver,Table Tennis,1980,France,FRA,CHASSAGNE P.
Men,Singles E,Silver,Table Tennis,1980,Yugoslavia,YUG,SIMUNIC Franc
Men,Singles F,Silver,Table Tennis,1980,Sweden,SWE,LARSSON E.
Men,Singles J,Silver,Table Tennis,1980,Netherlands,NED,SUTERS T.
Women,Singles 2,Silver,Table Tennis,1980,Austria,AUT,SCHWEIZER Rosa
Women,Singles 3,Silver,Table Tennis,1980,Great Britain,GBR,SWANN J.
Women,Singles 4,Silver,Table Tennis,1980,Sweden,SWE,KARLSSON L.
Women,Singles 1A,Silver,Table Tennis,1980,Zimbabwe,ZIM,JAMES Sandra
Women,Singles 1B,Silver,Table Tennis,1980,Norway,NOR,LIJSEN M.
Women,Singles C,Silver,Table Tennis,1980,Sweden,SWE,BOSRUP G.
Men,Teams 2,Silver,Table Tennis,1980,Austria,AUT,ALTENDORFER Fritz
Men,Teams 2,Silver,Table Tennis,1980,Austria,AUT,MANDL Franz
Men,Teams 3,Silver,Table Tennis,1980,Switzerland,SUI,BUEHLER Erich
Men,Teams 3,Silver,Table Tennis,1980,Switzerland,SUI,MROSE Peter
Men,Teams 4,Silver,Table Tennis,1980,United States of America,USA,DEMPSEY Michael
Men,Teams 4,Silver,Table Tennis,1980,United States of America,USA,KAUS T.
Men,Teams 4,Silver,Table Tennis,1980,United States of America,USA,KERR Gary
Men,Teams 1A,Silver,Table Tennis,1980,Finland,FIN,HATINEN Pekka
Men,Teams 1A,Silver,Table Tennis,1980,Finland,FIN,LAUNONEN Matti
Men,Teams 1B,Silver,Table Tennis,1980,Austria,AUT,FRANK Gerhard
Men,Teams 1B,Silver,Table Tennis,1980,Austria,AUT,SAILER Walter
Men,Teams 1C,Silver,Table Tennis,1980,Korea,KOR,KIM Si Un
Men,Teams 1C,Silver,Table Tennis,1980,Korea,KOR,UH Jong Hoe
Men,Teams C,Silver,Table Tennis,1980,FR Germany,FRG,HOPPE H. J.
Men,Teams C,Silver,Table Tennis,1980,FR Germany,FRG,KNABE Manfred
Men,Teams C,Silver,Table Tennis,1980,FR Germany,FRG,KROLL P.
Men,Teams D,Silver,Table Tennis,1980,Netherlands,NED,HERTOG V.
Men,Teams D,Silver,Table Tennis,1980,Netherlands,NED,VAN KESSEL Th.
Men,Teams E,Silver,Table Tennis,1980,Sweden,SWE,JOHANSSON S.
Men,Teams E,Silver,Table Tennis,1980,Sweden,SWE,PETTERSSON A.
Men,Teams F,Silver,Table Tennis,1980,Sweden,SWE,BERGSTROM K.
Men,Teams F,Silver,Table Tennis,1980,Sweden,SWE,LARSSON E.
Women,Teams 2,Silver,Table Tennis,1980,Great Britain,GBR,BLACKBURN Jane
Women,Teams 2,Silver,Table Tennis,1980,Great Britain,GBR,MATTHEWS G.
Women,Teams 3,Silver,Table Tennis,1980,France,FRA,ANDRE R.
Women,Teams 3,Silver,Table Tennis,1980,France,FRA,RAMOUSSE M.
Women,Teams 4,Silver,Table Tennis,1980,Great Britain,GBR,GIBBS B.
Women,Teams 4,Silver,Table Tennis,1980,Great Britain,GBR,SWANN J.
Women,Teams 1B,Silver,Table Tennis,1980,Ireland,IRL,O'SULLIVAN Frances
Women,Teams 1B,Silver,Table Tennis,1980,Ireland,IRL,TOOMEY J.
Men,Singles 2,Silver,Table Tennis,1984,Austria,AUT,MANDL Franz
Men,Singles 3,Silver,Table Tennis,1984,FR Germany,FRG,KOLB Rainer
Men,Singles 4,Silver,Table Tennis,1984,FR Germany,FRG,GLAESE P.
Men,Singles 1A,Silver,Table Tennis,1984,FR Germany,FRG,TIETZE H.
Men,Singles 1B,Silver,Table Tennis,1984,Great Britain,GBR,EDGE
Men,Singles 1C,Silver,Table Tennis,1984,France,FRA,JEANNIN Daniel
Men,Singles C1,Silver,Table Tennis,1984,Great Britain,GBR,FRANCIS Allen
Men,Singles C2,Silver,Table Tennis,1984,Belgium,BEL,LEYS J.
Men,Singles C3,Silver,Table Tennis,1984,Sweden,SWE,HANSEN Olle
Men,Singles C4,Silver,Table Tennis,1984,Denmark,DEN,MORTENSEN Flemming
Men,Singles C5,Silver,Table Tennis,1984,Netherlands,NED,VISSER R.
Men,Singles L1,Silver,Table Tennis,1984,Sweden,SWE,JOHANSSON Borje
Men,Singles L2,Silver,Table Tennis,1984,United States of America,USA,STEPHENS M.
Men,Singles L3,Silver,Table Tennis,1984,Netherlands,NED,VOSSEN T.
Men,Singles L4,Silver,Table Tennis,1984,Sweden,SWE,NILSSON Jorgen
Men,Singles L5,Silver,Table Tennis,1984,United States of America,USA,MONESTERIAL Marcelino
Men,Open CL,Silver,Table Tennis,1984,Netherlands,NED,BAAS E.
Men,Open 1A-4,Silver,Table Tennis,1984,Korea,KOR,CHANG Choon Bae
Women,Singles 2,Silver,Table Tennis,1984,Austria,AUT,SCHWEIZER Rosa
Women,Singles 3,Silver,Table Tennis,1984,United States of America,USA,BROWN J.
Women,Singles 4,Silver,Table Tennis,1984,Hong Kong,HKG,WONG
Women,Singles 1B,Silver,Table Tennis,1984,Norway,NOR,LYSEN Marit
Women,Singles 1C,Silver,Table Tennis,1984,Great Britain,GBR,NEIL D.
Women,Singles C3,Silver,Table Tennis,1984,Great Britain,GBR,PETERSEN J.
Women,Singles C4-5,Silver,Table Tennis,1984,Norway,NOR,NESSET E.
Women,Singles L3,Silver,Table Tennis,1984,Great Britain,GBR,HEALD Margaret
Women,Singles L4,Silver,Table Tennis,1984,France,FRA,DARVAND Bernadette
Women,Singles L5,Silver,Table Tennis,1984,China,CHN,WANG Shuyun
Women,Open CL,Silver,Table Tennis,1984,France,FRA,DARVAND Bernadette
Women,Open 1B-4,Silver,Table Tennis,1984,Hong Kong,HKG,WONG
Men,Teams 2,Silver,Table Tennis,1984,France,FRA,UNKNOWN
Men,Teams 3,Silver,Table Tennis,1984,FR Germany,FRG,UNKNOWN
Men,Teams 4,Silver,Table Tennis,1984,Austria,AUT,UNKNOWN
Men,Teams 1A,Silver,Table Tennis,1984,United States of America,USA,UNKNOWN
Men,Teams 1B,Silver,Table Tennis,1984,Finland,FIN,UNKNOWN
Men,Teams 1C,Silver,Table Tennis,1984,Austria,AUT,UNKNOWN
Men,Teams CP2-4,Silver,Table Tennis,1984,Belgium,BEL,LEYS J.
Men,Teams CP2-4,Silver,Table Tennis,1984,Belgium,BEL,MAEBE D.
Men,Teams CP5,Silver,Table Tennis,1984,Netherlands,NED,HARTMANS R.
Men,Teams CP5,Silver,Table Tennis,1984,Netherlands,NED,VISSER R.
Men,Teams L1,Silver,Table Tennis,1984,FR Germany,FRG,SCHMIDTMAYER
Men,Teams L4,Silver,Table Tennis,1984,Hungary,HUN,KOVACS Gyozo
Men,Teams L4,Silver,Table Tennis,1984,Hungary,HUN,MAJSAI Karoly
Men,Teams L4,Silver,Table Tennis,1984,Hungary,HUN,SZEPESI Attila
Men,Teams L5,Silver,Table Tennis,1984,Yugoslavia,YUG,DIMITRYEVIC Svetislav
Men,Teams L5,Silver,Table Tennis,1984,Yugoslavia,YUG,SIMONIC Franc
Women,Teams 2,Silver,Table Tennis,1984,Ireland,IRL,UNKNOWN
Women,Teams 4,Silver,Table Tennis,1984,Hong Kong,HKG,UNKNOWN
Women,Teams 1A-C,Silver,Table Tennis,1984,United States of America,USA,UNKNOWN
Men,Singles 2,Silver,Table Tennis,1988,Korea,KOR,KIM Young Soo
Men,Singles 3,Silver,Table Tennis,1988,Korea,KOR,KIM Ki Hoon
Men,Singles 4,Silver,Table Tennis,1988,FR Germany,FRG,SCHMIDT Peter
Men,Singles 1A,Silver,Table Tennis,1988,Korea,KOR,KANG Sung Hoon
Men,Singles 1B,Silver,Table Tennis,1988,FR Germany,FRG,HASSLER Bruno
Men,Singles 1C,Silver,Table Tennis,1988,FR Germany,FRG,JAKSCH Rudolf
Men,Singles C5,Silver,Table Tennis,1988,Japan,JPN,INADA Koji
Men,Singles C6,Silver,Table Tennis,1988,Sweden,SWE,WESTLING Mikael
Men,Singles 1A-4,Silver,Table Tennis,1988,France,FRA,TISSERANT Guy
Men,Singles TT2,Silver,Table Tennis,1988,FR Germany,FRG,VELROYEN Herbert
Men,Singles TT3,Silver,Table Tennis,1988,FR Germany,FRG,SCHMIDT Rainer
Men,Singles TT4,Silver,Table Tennis,1988,France,FRA,PIRAS Marc
Men,Singles TT5,Silver,Table Tennis,1988,Hungary,HUN,SZEPESI Attila
Men,Singles TT6,Silver,Table Tennis,1988,Denmark,DEN,PEHRSSON Torben
Men,Singles TT7,Silver,Table Tennis,1988,Yugoslavia,YUG,DIMITRIJEVIC Svetislav
Men,Singles TT open,Silver,Table Tennis,1988,FR Germany,FRG,KNABE Manfred
Women,Singles 2,Silver,Table Tennis,1988,FR Germany,FRG,LAMSBACH Ruth
Women,Singles 3,Silver,Table Tennis,1988,United States of America,USA,JOHNSON Jennifer
Women,Singles 4,Silver,Table Tennis,1988,FR Germany,FRG,SIKORA Monika
Women,Singles 2-4,Silver,Table Tennis,1988,Austria,AUT,KIRCHMAIR Gabriele
Women,Singles TT6,Silver,Table Tennis,1988,Sweden,SWE,ANDERSSON Marie-Louise
Women,Singles TT7,Silver,Table Tennis,1988,Denmark,DEN,BAERTELSEN Marianne
Women,Singles TT open,Silver,Table Tennis,1988,Belgium,BEL,BORRE Ingrid
Men,Teams 2,Silver,Table Tennis,1988,Korea,KOR,UNKNOWN
Men,Teams 3,Silver,Table Tennis,1988,Austria,AUT,UNKNOWN
Men,Teams 4,Silver,Table Tennis,1988,Korea,KOR,UNKNOWN
Men,Teams 1A,Silver,Table Tennis,1988,Switzerland,SUI,ROSENAST Hans
Men,Teams 1A,Silver,Table Tennis,1988,Switzerland,SUI,ZUMKEHR Rolf
Men,Teams 1B,Silver,Table Tennis,1988,Norway,NOR,UNKNOWN
Men,Teams 1C,Silver,Table Tennis,1988,Korea,KOR,UNKNOWN
Men,Teams C5-C8,Silver,Table Tennis,1988,Belgium,BEL,UNKNOWN
Men,Teams TT2,Silver,Table Tennis,1988,Korea,KOR,CHOI Hyung Suk
Men,Teams TT2,Silver,Table Tennis,1988,Korea,KOR,UM Tae Hyung
Men,Teams TT5,Silver,Table Tennis,1988,France,FRA,GAROFALO Thierry
Men,Teams TT5,Silver,Table Tennis,1988,France,FRA,PIRAS Marc
Men,Teams TT6,Silver,Table Tennis,1988,Japan,JPN,KOZAKURA Masaaki
Men,Teams TT6,Silver,Table Tennis,1988,Japan,JPN,SAIKI Shuzo
Men,Teams TT7,Silver,Table Tennis,1988,Sweden,SWE,NILSSON Jorgen
Men,Teams TT7,Silver,Table Tennis,1988,Sweden,SWE,NYBERG Dennis
Women,Teams 2,Silver,Table Tennis,1988,Great Britain,GBR,UNKNOWN
Women,Teams 4,Silver,Table Tennis,1988,FR Germany,FRG,UNKNOWN
Women,Teams TT6,Silver,Table Tennis,1988,France,FRA,UNKNOWN
Men,Singles 1,Silver,Table Tennis,1992,Germany,GER,KIRCHHOFF Ralf
Men,Singles 2,Silver,Table Tennis,1992,Finland,FIN,KURKINEN Jari
Men,Singles 3,Silver,Table Tennis,1992,Great Britain,GBR,ROBINSON Neil
Men,Singles 4,Silver,Table Tennis,1992,France,FRA,BENEDETTI Bruno
Men,Singles 5,Silver,Table Tennis,1992,France,FRA,TISSERANT Guy
Men,Singles 6,Silver,Table Tennis,1992,Denmark,DEN,NIELSEN Brian
Men,Singles 7,Silver,Table Tennis,1992,Germany,GER,KURFESS Thomas
Men,Singles 8,Silver,Table Tennis,1992,Japan,JPN,SUZUKI Kenichi
Men,Singles 9,Silver,Table Tennis,1992,Germany,GER,KNABE Manfred
Men,Singles 10,Silver,Table Tennis,1992,France,FRA,DE LA BOURDONNAYE Gilles
Men,Open 1-5,Silver,Table Tennis,1992,United States of America,USA,DEMPSEY Michael
Men,Open 6-10,Silver,Table Tennis,1992,Germany,GER,GERKE Michael
Women,Singles 3,Silver,Table Tennis,1992,Germany,GER,BARTHEIDEL Monika
Women,Singles 4,Silver,Table Tennis,1992,Germany,GER,WENINGER Christiane
Women,Singles 5,Silver,Table Tennis,1992,Switzerland,SUI,ZAUGG Rosa
Women,Singles 9,Silver,Table Tennis,1992,China,CHN,YANG Yi
Women,Open 1-5,Silver,Table Tennis,1992,Italy,ITA,NARDELLI Maria
Women,Open 6-10,Silver,Table Tennis,1992,China,CHN,ZHANG Xiao
Men,Teams 1,Silver,Table Tennis,1992,Switzerland,SUI,ROSENAST Hans
Men,Teams 1,Silver,Table Tennis,1992,Switzerland,SUI,ZUMKEHR Rolf
Men,Teams 2,Silver,Table Tennis,1992,Korea,KOR,KIM Kyung Mook
Men,Teams 2,Silver,Table Tennis,1992,Korea,KOR,PARK Hyun Sang
Men,Teams 3,Silver,Table Tennis,1992,Germany,GER,DORR Werner
